x-axis,1,2,3
second,Volt,Volt,Volt
+3.5700E-03,+2.3500000E+00,+2.4375000E+00,+2.3812499E+00
+3.5800E-03,+2.3187500E+00,+2.4375000E+00,+2.3812499E+00
+3.5900E-03,+2.3187500E+00,+2.4375000E+00,+2.4124999E+00
+3.6000E-03,+2.2562500E+00,+2.3750000E+00,+2.3499999E+00
+3.6100E-03,+2.2250000E+00,+2.3437500E+00,+2.2874999E+00
+3.6200E-03,+2.2250000E+00,+2.3125000E+00,+2.3187499E+00
+3.6300E-03,+2.1937500E+00,+2.3125000E+00,+2.2874999E+00
+3.6400E-03,+2.1625000E+00,+2.3125000E+00,+2.2249999E+00
+3.6500E-03,+2.1312500E+00,+2.2812500E+00,+2.1937499E+00
+3.6600E-03,+2.0687500E+00,+2.2187500E+00,+2.1624999E+00
+3.6700E-03,+2.0375000E+00,+2.1875000E+00,+2.1312499E+00
+3.6800E-03,+1.9750000E+00,+2.1250000E+00,+2.0687499E+00
+3.6900E-03,+1.9437500E+00,+2.0937500E+00,+2.0062499E+00
+3.7000E-03,+1.8812500E+00,+2.0625000E+00,+1.9749999E+00
+3.7100E-03,+1.8812500E+00,+2.0312500E+00,+1.9437499E+00
+3.7200E-03,+1.8187500E+00,+1.9687500E+00,+1.9437499E+00
+3.7300E-03,+1.7562500E+00,+1.9375000E+00,+1.8499999E+00
+3.7400E-03,+1.6937500E+00,+1.8750000E+00,+1.7874999E+00
+3.7500E-03,+1.6937500E+00,+1.8750000E+00,+1.7562499E+00
+3.7600E-03,+1.6312500E+00,+1.7812500E+00,+1.6937499E+00
+3.7700E-03,+1.5687500E+00,+1.7500000E+00,+1.6624999E+00
+3.7800E-03,+1.5375000E+00,+1.6562500E+00,+1.5999999E+00
+3.7900E-03,+1.4750000E+00,+1.6562500E+00,+1.5687499E+00
+3.8000E-03,+1.4125000E+00,+1.5937500E+00,+1.5374999E+00
+3.8100E-03,+1.3812500E+00,+1.5312500E+00,+1.4749999E+00
+3.8200E-03,+1.4125000E+00,+1.5000000E+00,+1.4124999E+00
+3.8300E-03,+1.2875000E+00,+1.4062500E+00,+1.3499999E+00
+3.8400E-03,+1.2562500E+00,+1.3437500E+00,+1.2874999E+00
+3.8500E-03,+1.1625000E+00,+1.3125000E+00,+1.2874999E+00
+3.8600E-03,+1.1312500E+00,+1.2500000E+00,+1.1937499E+00
+3.8700E-03,+1.1000000E+00,+1.1875000E+00,+1.1624999E+00
+3.8800E-03,+1.0687500E+00,+1.1875000E+00,+1.1312499E+00
+3.8900E-03,+1.0062500E+00,+1.1562500E+00,+1.0687499E+00
+3.9000E-03,+943.7500E-03,+1.0625000E+00,+1.0062499E+00
+3.9100E-03,+943.7500E-03,+1.0312500E+00,+974.9999E-03
+3.9200E-03,+881.2500E-03,+968.7500E-03,+912.4999E-03
+3.9300E-03,+850.0000E-03,+968.7500E-03,+881.2499E-03
+3.9400E-03,+787.5000E-03,+906.2500E-03,+849.9999E-03
+3.9500E-03,+756.2500E-03,+875.0000E-03,+849.9999E-03
+3.9600E-03,+787.5000E-03,+875.0000E-03,+787.4999E-03
+3.9700E-03,+725.0000E-03,+812.5000E-03,+756.2499E-03
+3.9800E-03,+725.0000E-03,+781.2500E-03,+787.4999E-03
+3.9900E-03,+662.5000E-03,+750.0000E-03,+724.9999E-03
+4.0000E-03,+725.0000E-03,+718.7500E-03,+693.7499E-03
+4.0100E-03,+725.0000E-03,+718.7500E-03,+693.7499E-03
+4.0200E-03,+693.7500E-03,+687.5000E-03,+693.7499E-03
+4.0300E-03,+693.7500E-03,+687.5000E-03,+693.7499E-03
+4.0400E-03,+693.7500E-03,+687.5000E-03,+693.7499E-03
+4.0500E-03,+725.0000E-03,+687.5000E-03,+724.9999E-03
+4.0600E-03,+756.2500E-03,+656.2500E-03,+693.7499E-03
+4.0700E-03,+787.5000E-03,+687.5000E-03,+724.9999E-03
+4.0800E-03,+756.2500E-03,+718.7500E-03,+787.4999E-03
+4.0900E-03,+818.7500E-03,+718.7500E-03,+818.7499E-03
+4.1000E-03,+850.0000E-03,+718.7500E-03,+787.4999E-03
+4.1100E-03,+912.5000E-03,+750.0000E-03,+849.9999E-03
+4.1200E-03,+943.7500E-03,+812.5000E-03,+849.9999E-03
+4.1300E-03,+975.0000E-03,+812.5000E-03,+912.4999E-03
+4.1400E-03,+1.0375000E+00,+906.2500E-03,+974.9999E-03
+4.1500E-03,+1.1000000E+00,+906.2500E-03,+1.0374999E+00
+4.1600E-03,+1.1625000E+00,+1.0000000E+00,+1.0999999E+00
+4.1700E-03,+1.1937500E+00,+1.0312500E+00,+1.1312499E+00
+4.1800E-03,+1.2562500E+00,+1.0937500E+00,+1.1937499E+00
+4.1900E-03,+1.3187500E+00,+1.1562500E+00,+1.2874999E+00
+4.2000E-03,+1.3812500E+00,+1.1875000E+00,+1.3499999E+00
+4.2100E-03,+1.5062500E+00,+1.2812500E+00,+1.4437499E+00
+4.2200E-03,+1.5687500E+00,+1.3750000E+00,+1.5062499E+00
+4.2300E-03,+1.6312500E+00,+1.4687500E+00,+1.5687499E+00
+4.2400E-03,+1.7250000E+00,+1.5312500E+00,+1.6624999E+00
+4.2500E-03,+1.7562500E+00,+1.5625000E+00,+1.7249999E+00
+4.2600E-03,+1.8500000E+00,+1.6562500E+00,+1.8187499E+00
+4.2700E-03,+1.9750000E+00,+1.7500000E+00,+1.9124999E+00
+4.2800E-03,+1.9750000E+00,+1.8125000E+00,+1.9437499E+00
+4.2900E-03,+2.0687500E+00,+1.9062500E+00,+2.0687499E+00
+4.3000E-03,+2.1312500E+00,+1.9375000E+00,+2.0999999E+00
+4.3100E-03,+2.1937500E+00,+2.0312500E+00,+2.1937499E+00
+4.3200E-03,+2.2250000E+00,+2.1250000E+00,+2.2562499E+00
+4.3300E-03,+2.3187500E+00,+2.2187500E+00,+2.3187499E+00
+4.3400E-03,+2.3500000E+00,+2.2500000E+00,+2.3812499E+00
+4.3500E-03,+2.4125000E+00,+2.3437500E+00,+2.4437499E+00
+4.3600E-03,+2.4437500E+00,+2.3750000E+00,+2.4749999E+00
+4.3700E-03,+2.4437500E+00,+2.4375000E+00,+2.5374999E+00
+4.3800E-03,+2.4750000E+00,+2.4687500E+00,+2.5687499E+00
+4.3900E-03,+2.5062500E+00,+2.5000000E+00,+2.6312499E+00
+4.4000E-03,+2.5062500E+00,+2.5312500E+00,+2.5999999E+00
+4.4100E-03,+2.5687500E+00,+2.5312500E+00,+2.6312499E+00
+4.4200E-03,+2.4750000E+00,+2.6250000E+00,+2.6624999E+00
+4.4300E-03,+2.4750000E+00,+2.5937500E+00,+2.5999999E+00
+4.4400E-03,+2.4750000E+00,+2.5937500E+00,+2.6624999E+00
+4.4500E-03,+2.4750000E+00,+2.6250000E+00,+2.5687499E+00
+4.4600E-03,+2.4750000E+00,+2.5937500E+00,+2.5999999E+00
+4.4700E-03,+2.4437500E+00,+2.5937500E+00,+2.5062499E+00
+4.4800E-03,+2.3500000E+00,+2.5312500E+00,+2.5062499E+00
+4.4900E-03,+2.2875000E+00,+2.5000000E+00,+2.4437499E+00
+4.5000E-03,+2.2250000E+00,+2.4687500E+00,+2.3812499E+00
+4.5100E-03,+2.1625000E+00,+2.4062500E+00,+2.3499999E+00
+4.5200E-03,+2.1312500E+00,+2.3437500E+00,+2.2562499E+00
+4.5300E-03,+2.0062500E+00,+2.3125000E+00,+2.1624999E+00
+4.5400E-03,+1.9437500E+00,+2.2187500E+00,+2.0999999E+00
+4.5500E-03,+1.8187500E+00,+2.1562500E+00,+2.0062499E+00
+4.5600E-03,+1.7562500E+00,+2.0625000E+00,+1.9124999E+00
+4.5700E-03,+1.6000000E+00,+1.9375000E+00,+1.8187499E+00
+4.5800E-03,+1.5687500E+00,+1.8437500E+00,+1.7249999E+00
+4.5900E-03,+1.4437500E+00,+1.8125000E+00,+1.6312499E+00
+4.6000E-03,+1.3812500E+00,+1.6562500E+00,+1.5062499E+00
+4.6100E-03,+1.2562500E+00,+1.5625000E+00,+1.4124999E+00
+4.6200E-03,+1.1937500E+00,+1.4375000E+00,+1.2874999E+00
+4.6300E-03,+1.1000000E+00,+1.3437500E+00,+1.2249999E+00
+4.6400E-03,+1.0687500E+00,+1.2812500E+00,+1.1312499E+00
+4.6500E-03,+943.7500E-03,+1.1562500E+00,+1.0687499E+00
+4.6600E-03,+912.5000E-03,+1.0937500E+00,+974.9999E-03
+4.6700E-03,+850.0000E-03,+1.0000000E+00,+912.4999E-03
+4.6800E-03,+818.7500E-03,+937.5000E-03,+881.2499E-03
+4.6900E-03,+756.2500E-03,+875.0000E-03,+724.9999E-03
+4.7000E-03,+693.7500E-03,+812.5000E-03,+724.9999E-03
+4.7100E-03,+725.0000E-03,+750.0000E-03,+662.4999E-03
+4.7200E-03,+725.0000E-03,+687.5000E-03,+662.4999E-03
+4.7300E-03,+693.7500E-03,+687.5000E-03,+631.2499E-03
+4.7400E-03,+693.7500E-03,+656.2500E-03,+631.2499E-03
+4.7500E-03,+725.0000E-03,+656.2500E-03,+631.2499E-03
+4.7600E-03,+756.2500E-03,+625.0000E-03,+631.2499E-03
+4.7700E-03,+787.5000E-03,+656.2500E-03,+693.7499E-03
+4.7800E-03,+850.0000E-03,+718.7500E-03,+724.9999E-03
+4.7900E-03,+912.5000E-03,+718.7500E-03,+818.7499E-03
+4.8000E-03,+1.0062500E+00,+781.2500E-03,+881.2499E-03
+4.8100E-03,+1.0687500E+00,+812.5000E-03,+974.9999E-03
+4.8200E-03,+1.1625000E+00,+875.0000E-03,+1.0374999E+00
+4.8300E-03,+1.2562500E+00,+968.7500E-03,+1.0999999E+00
+4.8400E-03,+1.3500000E+00,+1.0625000E+00,+1.2562499E+00
+4.8500E-03,+1.4437500E+00,+1.1562500E+00,+1.3187499E+00
+4.8600E-03,+1.5687500E+00,+1.2500000E+00,+1.4437499E+00
+4.8700E-03,+1.6000000E+00,+1.3750000E+00,+1.5687499E+00
+4.8800E-03,+1.8187500E+00,+1.4687500E+00,+1.6937499E+00
+4.8900E-03,+1.8812500E+00,+1.5625000E+00,+1.7874999E+00
+4.9000E-03,+1.9437500E+00,+1.7187500E+00,+1.9437499E+00
+4.9100E-03,+2.0687500E+00,+1.7812500E+00,+2.0374999E+00
+4.9200E-03,+2.1937500E+00,+1.9687500E+00,+2.1624999E+00
+4.9300E-03,+2.2562500E+00,+2.0625000E+00,+2.2562499E+00
+4.9400E-03,+2.3500000E+00,+2.1562500E+00,+2.3499999E+00
+4.9500E-03,+2.4125000E+00,+2.2500000E+00,+2.4124999E+00
+4.9600E-03,+2.4437500E+00,+2.3437500E+00,+2.5062499E+00
+4.9700E-03,+2.4750000E+00,+2.4062500E+00,+2.5687499E+00
+4.9800E-03,+2.5062500E+00,+2.5000000E+00,+2.5999999E+00
+4.9900E-03,+2.5687500E+00,+2.5937500E+00,+2.6937499E+00
+5.0000E-03,+2.5375000E+00,+2.5937500E+00,+2.6937499E+00
+5.0100E-03,+2.5062500E+00,+2.6250000E+00,+2.6937499E+00
+5.0200E-03,+2.5062500E+00,+2.6250000E+00,+2.6624999E+00
+5.0300E-03,+2.4437500E+00,+2.6250000E+00,+2.6624999E+00
+5.0400E-03,+2.3812500E+00,+2.6562500E+00,+2.5999999E+00
+5.0500E-03,+2.3187500E+00,+2.5937500E+00,+2.5687499E+00
+5.0600E-03,+2.2562500E+00,+2.5625000E+00,+2.4749999E+00
+5.0700E-03,+2.1312500E+00,+2.4687500E+00,+2.3812499E+00
+5.0800E-03,+2.0687500E+00,+2.4062500E+00,+2.2874999E+00
+5.0900E-03,+1.9437500E+00,+2.3437500E+00,+2.1624999E+00
+5.1000E-03,+1.8187500E+00,+2.2500000E+00,+2.0687499E+00
+5.1100E-03,+1.7562500E+00,+2.1562500E+00,+1.9124999E+00
+5.1200E-03,+1.6000000E+00,+1.9687500E+00,+1.8187499E+00
+5.1300E-03,+1.5375000E+00,+1.9062500E+00,+1.6624999E+00
+5.1400E-03,+1.3500000E+00,+1.7500000E+00,+1.5374999E+00
+5.1500E-03,+1.2562500E+00,+1.6250000E+00,+1.4124999E+00
+5.1600E-03,+1.1312500E+00,+1.4687500E+00,+1.2874999E+00
+5.1700E-03,+1.0687500E+00,+1.3437500E+00,+1.1312499E+00
+5.1800E-03,+912.5000E-03,+1.2500000E+00,+1.0374999E+00
+5.1900E-03,+881.2500E-03,+1.0625000E+00,+943.7499E-03
+5.2000E-03,+818.7500E-03,+968.7500E-03,+818.7499E-03
+5.2100E-03,+756.2500E-03,+906.2500E-03,+693.7499E-03
+5.2200E-03,+693.7500E-03,+812.5000E-03,+662.4999E-03
+5.2300E-03,+725.0000E-03,+750.0000E-03,+599.9999E-03
+5.2400E-03,+662.5000E-03,+656.2500E-03,+631.2499E-03
+5.2500E-03,+693.7500E-03,+625.0000E-03,+568.7499E-03
+5.2600E-03,+725.0000E-03,+593.7500E-03,+568.7499E-03
+5.2700E-03,+818.7500E-03,+625.0000E-03,+599.9999E-03
+5.2800E-03,+818.7500E-03,+593.7500E-03,+693.7499E-03
+5.2900E-03,+975.0000E-03,+687.5000E-03,+756.2499E-03
+5.3000E-03,+1.0375000E+00,+687.5000E-03,+849.9999E-03
+5.3100E-03,+1.1625000E+00,+781.2500E-03,+974.9999E-03
+5.3200E-03,+1.2562500E+00,+875.0000E-03,+1.0687499E+00
+5.3300E-03,+1.3500000E+00,+1.0000000E+00,+1.1937499E+00
+5.3400E-03,+1.5062500E+00,+1.0937500E+00,+1.3499999E+00
+5.3500E-03,+1.6625000E+00,+1.1875000E+00,+1.4749999E+00
+5.3600E-03,+1.7875000E+00,+1.4062500E+00,+1.5999999E+00
+5.3700E-03,+1.9125000E+00,+1.5000000E+00,+1.7874999E+00
+5.3800E-03,+2.0687500E+00,+1.6875000E+00,+1.9437499E+00
+5.3900E-03,+2.1312500E+00,+1.8125000E+00,+2.0999999E+00
+5.4000E-03,+2.2562500E+00,+1.9687500E+00,+2.2562499E+00
+5.4100E-03,+2.3500000E+00,+2.1250000E+00,+2.3812499E+00
+5.4200E-03,+2.4437500E+00,+2.2187500E+00,+2.5062499E+00
+5.4300E-03,+2.4750000E+00,+2.3750000E+00,+2.5374999E+00
+5.4400E-03,+2.5062500E+00,+2.4375000E+00,+2.6312499E+00
+5.4500E-03,+2.5062500E+00,+2.5625000E+00,+2.7249999E+00
+5.4600E-03,+2.5062500E+00,+2.6250000E+00,+2.7249999E+00
+5.4700E-03,+2.5062500E+00,+2.6875000E+00,+2.7562499E+00
+5.4800E-03,+2.4750000E+00,+2.6875000E+00,+2.7249999E+00
+5.4900E-03,+2.4125000E+00,+2.6875000E+00,+2.7249999E+00
+5.5000E-03,+2.3187500E+00,+2.6875000E+00,+2.5999999E+00
+5.5100E-03,+2.2562500E+00,+2.6562500E+00,+2.5374999E+00
+5.5200E-03,+2.1000000E+00,+2.5625000E+00,+2.4124999E+00
+5.5300E-03,+1.9750000E+00,+2.4687500E+00,+2.2874999E+00
+5.5400E-03,+1.8500000E+00,+2.3437500E+00,+2.1937499E+00
+5.5500E-03,+1.6937500E+00,+2.2187500E+00,+2.0374999E+00
+5.5600E-03,+1.5687500E+00,+2.0937500E+00,+1.8499999E+00
+5.5700E-03,+1.4125000E+00,+1.9375000E+00,+1.6624999E+00
+5.5800E-03,+1.3187500E+00,+1.7812500E+00,+1.4749999E+00
+5.5900E-03,+1.1312500E+00,+1.6250000E+00,+1.2874999E+00
+5.6000E-03,+1.0062500E+00,+1.4375000E+00,+1.1624999E+00
+5.6100E-03,+912.5000E-03,+1.2812500E+00,+1.0374999E+00
+5.6200E-03,+818.7500E-03,+1.1250000E+00,+912.4999E-03
+5.6300E-03,+756.2500E-03,+1.0000000E+00,+756.2499E-03
+5.6400E-03,+693.7500E-03,+843.7500E-03,+693.7499E-03
+5.6500E-03,+725.0000E-03,+750.0000E-03,+568.7499E-03
+5.6600E-03,+693.7500E-03,+718.7500E-03,+506.2499E-03
+5.6700E-03,+725.0000E-03,+625.0000E-03,+506.2499E-03
+5.6800E-03,+756.2500E-03,+562.5000E-03,+568.7499E-03
+5.6900E-03,+850.0000E-03,+562.5000E-03,+599.9999E-03
+5.7000E-03,+943.7500E-03,+562.5000E-03,+631.2499E-03
+5.7100E-03,+1.0375000E+00,+625.0000E-03,+693.7499E-03
+5.7200E-03,+1.1625000E+00,+687.5000E-03,+849.9999E-03
+5.7300E-03,+1.2875000E+00,+812.5000E-03,+1.0062499E+00
+5.7400E-03,+1.4125000E+00,+906.2500E-03,+1.1937499E+00
+5.7500E-03,+1.6312500E+00,+1.0625000E+00,+1.3499999E+00
+5.7600E-03,+1.7562500E+00,+1.2187500E+00,+1.4749999E+00
+5.7700E-03,+1.9125000E+00,+1.3750000E+00,+1.6937499E+00
+5.7800E-03,+2.0375000E+00,+1.5625000E+00,+1.8812499E+00
+5.7900E-03,+2.1625000E+00,+1.7500000E+00,+2.0687499E+00
+5.8000E-03,+2.2562500E+00,+1.9687500E+00,+2.2562499E+00
+5.8100E-03,+2.3812500E+00,+2.0937500E+00,+2.3812499E+00
+5.8200E-03,+2.4750000E+00,+2.2812500E+00,+2.5374999E+00
+5.8300E-03,+2.5062500E+00,+2.4062500E+00,+2.6312499E+00
+5.8400E-03,+2.5375000E+00,+2.5000000E+00,+2.7249999E+00
+5.8500E-03,+2.5375000E+00,+2.6250000E+00,+2.8187499E+00
+5.8600E-03,+2.4750000E+00,+2.6875000E+00,+2.8187499E+00
+5.8700E-03,+2.4437500E+00,+2.7187500E+00,+2.7562499E+00
+5.8800E-03,+2.3500000E+00,+2.7500000E+00,+2.7249999E+00
+5.8900E-03,+2.2562500E+00,+2.7187500E+00,+2.6312499E+00
+5.9000E-03,+2.1625000E+00,+2.6562500E+00,+2.5687499E+00
+5.9100E-03,+2.0062500E+00,+2.5312500E+00,+2.3499999E+00
+5.9200E-03,+1.8812500E+00,+2.4375000E+00,+2.2249999E+00
+5.9300E-03,+1.6937500E+00,+2.3125000E+00,+2.0374999E+00
+5.9400E-03,+1.5062500E+00,+2.1562500E+00,+1.8812499E+00
+5.9500E-03,+1.3500000E+00,+1.9375000E+00,+1.6624999E+00
+5.9600E-03,+1.1937500E+00,+1.7812500E+00,+1.4437499E+00
+5.9700E-03,+1.0687500E+00,+1.5937500E+00,+1.2249999E+00
+5.9800E-03,+943.7500E-03,+1.4062500E+00,+1.0687499E+00
+5.9900E-03,+850.0000E-03,+1.2187500E+00,+912.4999E-03
+6.0000E-03,+756.2500E-03,+1.0312500E+00,+724.9999E-03
+6.0100E-03,+693.7500E-03,+875.0000E-03,+631.2499E-03
+6.0200E-03,+725.0000E-03,+718.7500E-03,+537.4999E-03
+6.0300E-03,+693.7500E-03,+593.7500E-03,+474.9999E-03
+6.0400E-03,+725.0000E-03,+562.5000E-03,+443.7499E-03
+6.0500E-03,+756.2500E-03,+500.0000E-03,+474.9999E-03
+6.0600E-03,+943.7500E-03,+531.2500E-03,+599.9999E-03
+6.0700E-03,+1.0375000E+00,+531.2500E-03,+631.2499E-03
+6.0800E-03,+1.1312500E+00,+625.0000E-03,+787.4999E-03
+6.0900E-03,+1.3500000E+00,+718.7500E-03,+943.7499E-03
+6.1000E-03,+1.5062500E+00,+843.7500E-03,+1.1312499E+00
+6.1100E-03,+1.6937500E+00,+1.0000000E+00,+1.3187499E+00
+6.1200E-03,+1.8500000E+00,+1.1562500E+00,+1.5687499E+00
+6.1300E-03,+2.0062500E+00,+1.4062500E+00,+1.7874999E+00
+6.1400E-03,+2.1625000E+00,+1.6250000E+00,+1.9749999E+00
+6.1500E-03,+2.2875000E+00,+1.8750000E+00,+2.2562499E+00
+6.1600E-03,+2.4125000E+00,+2.0312500E+00,+2.4124999E+00
+6.1700E-03,+2.4750000E+00,+2.2187500E+00,+2.5374999E+00
+6.1800E-03,+2.5375000E+00,+2.4062500E+00,+2.7249999E+00
+6.1900E-03,+2.5687500E+00,+2.5312500E+00,+2.7874999E+00
+6.2000E-03,+2.5375000E+00,+2.6562500E+00,+2.8499999E+00
+6.2100E-03,+2.4750000E+00,+2.7500000E+00,+2.8499999E+00
+6.2200E-03,+2.3812500E+00,+2.7500000E+00,+2.8187499E+00
+6.2300E-03,+2.2875000E+00,+2.7812500E+00,+2.7249999E+00
+6.2400E-03,+2.1312500E+00,+2.7500000E+00,+2.6312499E+00
+6.2500E-03,+1.9750000E+00,+2.6250000E+00,+2.4749999E+00
+6.2600E-03,+1.7875000E+00,+2.5000000E+00,+2.2874999E+00
+6.2700E-03,+1.6312500E+00,+2.3750000E+00,+2.0687499E+00
+6.2800E-03,+1.4437500E+00,+2.1562500E+00,+1.8499999E+00
+6.2900E-03,+1.2562500E+00,+1.9687500E+00,+1.6312499E+00
+6.3000E-03,+1.0687500E+00,+1.7500000E+00,+1.4124999E+00
+6.3100E-03,+1.0062500E+00,+1.5312500E+00,+1.1624999E+00
+6.3200E-03,+850.0000E-03,+1.3125000E+00,+943.7499E-03
+6.3300E-03,+756.2500E-03,+1.0937500E+00,+756.2499E-03
+6.3400E-03,+725.0000E-03,+937.5000E-03,+599.9999E-03
+6.3500E-03,+725.0000E-03,+750.0000E-03,+506.2499E-03
+6.3600E-03,+693.7500E-03,+593.7500E-03,+474.9999E-03
+6.3700E-03,+756.2500E-03,+531.2500E-03,+412.4999E-03
+6.3800E-03,+881.2500E-03,+468.7500E-03,+474.9999E-03
